times,scores
2020-03-14 04:08:19,0.5859
2020-03-19 17:01:18,0.9559
2020-03-21 17:47:59,0.3182
2020-03-22 16:33:24,0.9423
2020-03-23 14:34:20,0.8555
2020-03-24 04:30:32,0.0772
2020-03-28 22:37:41,0.0
2020-03-29 18:37:50,-0.0516
2020-03-30 10:26:35,-0.0516
2020-03-30 12:58:15,0.0
2020-03-30 13:04:03,0.0
2020-03-30 13:07:21,0.6269
2020-03-30 13:15:32,0.7096
2020-03-30 13:17:46,0.3182
2020-03-30 16:49:59,0.5935
2020-03-30 18:04:02,0.0
2020-03-31 21:55:33,0.5106
2020-04-13 05:00:26,-0.2047
2020-04-13 07:38:06,0.5859
2020-04-13 12:43:36,0.8519
2020-04-14 16:45:17,0.0
2020-04-15 14:31:13,0.0
2020-04-16 04:39:39,0.0
2020-04-17 10:47:10,0.6369
2020-04-18 01:15:59,-0.2047
2020-04-21 01:37:11,0.8519
2020-04-26 00:39:11,0.2732
2020-04-27 04:35:28,0.0
2020-04-27 22:32:02,0.2732
2020-04-28 17:41:37,0.6908
2020-04-28 18:10:51,0.6908
2020-05-03 17:22:07,0.8402
2020-05-06 03:37:51,0.0
2020-05-06 10:29:30,0.8625
2020-05-06 10:39:12,0.8625
2020-05-08 13:02:40,0.8176
2020-05-08 14:40:35,0.8176
2020-05-13 01:07:51,0.0
2020-05-13 01:23:25,0.5859
2020-05-13 01:25:30,0.5859
2020-05-13 15:08:07,0.9606
2020-05-14 06:07:11,0.9729
2020-05-15 02:30:17,0.4829
2020-05-18 14:13:51,0.6591
2020-05-20 19:30:39,0.0
2020-05-20 19:35:01,0.0
2020-05-23 13:07:54,0.1513
2020-05-23 13:18:21,0.7783
2020-05-23 15:10:16,0.0
2020-05-23 15:28:38,-0.1531
2020-05-23 16:02:49,0.0
2020-05-23 16:56:07,0.8126
2020-05-26 01:21:46,0.8834
2020-05-26 02:37:00,0.2023
2020-05-26 02:42:32,0.9153
2020-05-26 03:21:02,0.802
2020-05-26 04:01:09,0.6597
2020-05-26 04:03:51,0.6597
2020-05-26 04:05:54,0.802
2020-05-26 04:19:35,0.926
2020-05-26 04:20:05,0.6597
2020-05-26 04:53:25,0.6597
2020-05-26 05:16:46,0.926
2020-05-26 05:37:51,0.6124
2020-05-29 09:38:45,-0.25
2020-05-30 00:56:49,0.6597
2020-05-30 01:02:17,-0.25
2020-05-30 01:10:57,0.4404
2020-05-30 01:11:11,0.8593
2020-05-30 02:34:57,0.1045
2020-05-30 02:42:54,0.0
2020-05-30 03:23:15,-0.25
2020-05-30 05:16:17,-0.25
2020-05-31 17:08:17,0.9153
2020-06-03 06:39:52,0.7579
2020-06-04 00:21:19,0.6879
2020-06-06 18:43:26,-0.4767
2020-06-06 20:55:21,0.5994
2020-06-07 01:10:06,-0.34
2020-06-07 01:36:52,0.0
2020-06-07 01:39:40,0.0
2020-06-07 01:41:25,0.0
2020-06-07 01:44:43,0.0
2020-06-07 02:45:30,0.0
2020-06-07 07:29:52,0.6705
2020-06-07 07:33:41,0.6705
2020-06-07 08:56:48,0.5574
2020-06-07 09:02:22,0.5574
2020-06-07 09:15:42,0.6705
2020-06-07 09:30:12,-0.4767
2020-06-07 12:51:42,0.4019
2020-06-13 10:20:14,-0.4939
2020-06-14 20:26:19,0.34
2020-06-15 11:05:07,0.6249
2020-06-15 20:18:28,0.9263
2020-06-19 01:08:38,0.926
2020-06-19 10:46:52,0.6249
2020-06-19 12:21:55,0.6249
2020-06-19 13:10:20,0.0
2020-06-19 13:49:53,0.6249
2020-06-19 14:19:59,0.0
2020-06-20 14:53:03,0.128
2020-06-20 17:08:31,0.9524
2020-06-20 17:46:14,-0.4767
2020-06-22 11:24:50,0.8555
2020-06-22 11:26:31,0.0
2020-06-23 11:03:29,0.2247
2020-06-30 21:04:07,0.9501
2020-06-30 21:45:36,0.9501
2020-07-01 06:15:43,0.9501
2020-07-01 21:23:18,-0.0516
2020-07-02 19:42:24,0.0
2020-07-02 22:18:10,0.7351
2020-07-03 07:26:39,0.7351
2020-07-03 08:23:57,0.0
2020-07-03 08:43:13,0.7351
2020-07-04 21:53:00,0.6705
2020-07-05 01:41:11,0.9501
2020-07-05 21:41:47,-0.6124
2020-07-06 01:05:16,0.8955
2020-07-10 03:54:10,0.0
2020-07-12 08:06:11,0.886
2020-07-15 10:15:59,0.0
2020-07-15 16:32:07,0.5859
2020-07-15 17:58:17,0.2263
2020-07-17 02:46:04,0.0
2020-07-17 03:28:28,0.0
2020-07-17 03:43:39,0.6249
2020-07-17 03:53:52,0.6249
2020-07-17 04:09:09,0.0
2020-07-17 05:30:36,0.0
2020-07-21 15:46:17,0.4404
2020-07-22 08:49:45,0.6705
2020-07-22 22:45:15,-0.1226
2020-07-23 00:12:58,0.0
2020-07-23 05:49:51,0.34
2020-07-23 06:22:46,0.34
2020-07-23 12:12:40,0.0
2020-07-23 12:16:20,0.0
2020-07-23 12:21:47,0.0
2020-07-23 12:24:19,0.0
2020-07-23 13:30:38,0.4215
2020-07-23 20:46:19,0.4215
2020-07-24 02:55:23,0.4215
2020-07-24 04:20:53,0.4215
2020-07-25 17:30:02,0.995
2020-07-26 12:15:39,0.34
2020-07-29 13:15:19,0.6369
2020-08-01 23:32:36,0.8316
2020-08-01 23:39:56,0.8316
2020-08-02 01:08:47,0.296
2020-08-03 19:04:57,0.0
2020-08-05 14:58:39,0.0
2020-08-05 15:02:15,0.0
2020-08-05 15:04:29,0.6369
2020-08-05 15:06:15,0.34
2020-08-05 15:08:43,0.6369
2020-08-05 15:09:31,0.34
2020-08-05 15:10:45,0.34
2020-08-05 15:14:48,0.891
2020-08-05 15:52:13,0.5719
2020-08-05 15:52:58,0.5719
2020-08-06 10:23:33,0.7096
2020-08-08 10:45:59,-0.0258
2020-08-08 11:34:00,0.8957
2020-08-08 15:34:09,0.765
2020-08-09 05:10:00,0.891
2020-08-10 09:41:40,0.9664
2020-08-10 19:39:12,-0.2023
2020-08-10 19:43:46,0.0
2020-08-12 06:15:53,0.0
2020-08-12 06:20:48,0.0
2020-08-12 06:34:15,0.0
2020-08-15 07:06:48,-0.4404
2020-08-15 08:39:21,-0.4404
2020-08-15 08:43:19,-0.4404
2020-08-15 09:06:11,-0.4404
2020-08-15 09:22:45,0.0
2020-08-25 15:08:15,0.0
2020-08-30 12:23:56,-0.296
2020-08-31 01:52:10,0.9994
2020-08-31 21:06:26,0.5911
2020-09-05 02:21:25,0.5676
2020-09-06 09:51:21,0.8834
2020-09-07 02:54:02,0.3818
2020-09-07 03:19:59,0.2177
2020-09-07 13:59:03,0.3818
