times,scores
2020-06-13 10:20:14,0.163
2020-06-14 20:26:19,0.231
2020-06-15 11:05:07,0.204
2020-06-15 20:18:28,0.17
2020-06-19 01:08:38,0.433
2020-06-19 10:46:52,0.319
2020-06-19 12:21:55,0.319
2020-06-19 13:10:20,0.0
2020-06-19 13:49:53,0.319
2020-06-19 14:19:59,0.0
2020-06-20 05:51:59,0.0
2020-06-20 14:53:03,0.14
2020-06-20 17:08:31,0.43
2020-06-20 17:46:14,0.0
2020-06-22 11:24:50,0.439
2020-06-22 11:26:31,0.0
2020-06-23 11:03:29,0.139
2020-06-30 21:04:07,0.413
2020-06-30 21:45:36,0.413
2020-07-01 06:15:43,0.413
2020-07-01 08:21:54,0.184
2020-07-01 21:23:18,0.15
2020-07-02 19:42:24,0.0
2020-07-02 22:18:10,0.201
2020-07-03 07:26:39,0.201
2020-07-03 08:23:57,0.0
2020-07-03 08:43:13,0.201
2020-07-04 21:53:00,0.379
2020-07-05 01:41:11,0.413
2020-07-05 21:41:47,0.081
2020-07-06 01:05:16,0.341
2020-07-10 03:54:10,0.0
2020-07-12 08:06:11,0.241
2020-07-15 10:15:59,0.0
2020-07-15 16:32:07,0.129
2020-07-15 17:58:17,0.087
2020-07-17 02:46:04,0.0
2020-07-17 03:28:28,0.0
2020-07-17 03:43:39,0.369
2020-07-17 03:53:52,0.369
2020-07-17 04:09:09,0.0
2020-07-17 05:30:36,0.0
2020-07-21 15:46:17,0.172
2020-07-22 08:49:45,0.345
2020-07-22 22:45:15,0.119
2020-07-23 00:12:58,0.0
2020-07-23 05:49:51,0.152
2020-07-23 06:22:46,0.231
2020-07-23 12:12:40,0.0
2020-07-23 12:16:20,0.0
2020-07-23 12:21:47,0.0
2020-07-23 12:24:19,0.0
2020-07-23 13:30:38,0.118
2020-07-23 20:46:19,0.118
2020-07-24 02:55:23,0.286
2020-07-24 04:20:53,0.286
2020-07-25 17:30:02,0.32
2020-07-26 12:15:39,0.444
2020-07-29 13:15:19,0.565
2020-08-01 23:32:36,0.355
2020-08-01 23:39:56,0.355
2020-08-02 01:08:47,0.278
2020-08-03 19:04:57,0.0
2020-08-03 19:48:46,0.0
2020-08-03 22:32:36,0.0
2020-08-05 14:58:39,0.0
2020-08-05 15:02:15,0.0
2020-08-05 15:04:29,0.215
2020-08-05 15:06:15,0.231
2020-08-05 15:08:43,0.215
2020-08-05 15:09:31,0.231
2020-08-05 15:10:45,0.231
2020-08-05 15:14:48,0.537
2020-08-05 15:52:13,0.266
2020-08-05 15:52:58,0.266
2020-08-06 10:23:33,0.396
2020-08-08 10:45:59,0.035
2020-08-08 11:34:00,0.349
2020-08-08 15:34:09,0.423
2020-08-09 05:10:00,0.422
2020-08-10 09:41:40,0.136
2020-08-10 19:39:12,0.0
2020-08-10 19:43:46,0.0
2020-08-12 06:15:53,0.0
2020-08-12 06:20:48,0.0
2020-08-12 06:34:15,0.0
2020-08-15 07:06:48,0.0
2020-08-15 08:39:21,0.0
2020-08-15 08:43:19,0.0
2020-08-15 09:06:11,0.0
2020-08-15 09:22:45,0.0
2020-08-15 10:30:19,0.157
2020-08-15 11:10:46,0.157
2020-08-25 15:08:15,0.0
2020-08-30 12:23:56,0.097
2020-08-31 01:52:10,0.273
2020-08-31 21:06:26,0.104
2020-09-02 23:46:57,0.13
2020-09-03 18:40:42,0.088
2020-09-05 02:21:25,0.154
2020-09-06 09:51:21,0.327
2020-09-07 02:54:02,0.242
2020-09-07 03:19:59,0.138
2020-09-07 13:59:03,0.242
2020-09-09 12:52:10,0.225
2020-09-09 16:42:29,0.144
2020-09-10 09:45:15,0.0
2020-09-10 10:29:27,0.0
2020-09-10 11:11:55,0.0
2020-09-12 03:50:38,0.0
2020-09-12 04:05:33,0.0
2020-09-14 15:18:22,0.0
2020-09-14 16:03:26,0.0
2020-09-14 22:29:09,0.0
2020-09-17 07:26:33,0.329
2020-09-22 10:08:17,0.0
2020-09-22 10:22:43,0.0
2020-09-22 10:28:21,0.358
2020-09-24 06:39:34,0.0
2020-09-24 13:54:10,0.25
2020-09-26 09:21:53,0.249
2020-09-26 09:30:37,0.0
2020-09-27 12:03:35,0.133
2020-09-28 06:03:44,0.174
2020-10-01 00:21:24,0.239
2020-10-02 12:58:06,0.271
2020-10-03 12:52:20,0.28
2020-10-04 05:02:02,0.485
2020-10-05 03:05:47,0.401
2020-10-05 09:45:14,0.38
2020-10-05 10:58:35,0.306
2020-10-10 09:16:19,0.402
2020-10-10 14:16:47,0.172
2020-10-10 17:33:52,0.0
2020-10-11 16:32:31,0.515
2020-10-11 16:38:14,0.38
2020-10-11 16:43:25,0.367
2020-10-13 17:06:46,0.334
2020-10-14 22:17:15,0.221
2020-10-15 08:53:07,0.0
2020-10-15 13:58:34,0.189
2020-10-16 19:49:16,0.0
2020-10-16 19:51:38,0.0
2020-10-16 20:24:54,0.0
2020-10-16 20:28:01,0.0
2020-10-22 06:25:59,0.333
2020-10-23 17:37:46,0.0
2020-10-23 17:42:44,0.0
2020-10-23 17:50:30,0.404
2020-10-25 00:46:49,0.175
2020-10-25 00:54:02,0.175
2020-10-25 01:48:58,0.344
2020-10-25 01:55:45,0.344
2020-10-25 03:05:00,0.344
2020-10-26 14:10:35,0.241
2020-10-26 17:55:52,0.187
2020-10-27 06:07:30,0.0
2020-10-27 16:52:26,0.479
2020-10-27 16:56:52,0.479
2020-10-28 10:25:07,0.36
2020-10-29 04:44:14,0.266
2020-11-02 08:04:07,0.0
2020-11-02 09:30:42,0.243
2020-11-04 22:04:06,0.0
2020-11-05 12:31:01,0.407
2020-11-07 22:48:48,0.0
2020-11-07 23:05:40,0.0
2020-11-08 13:07:21,0.245
2020-11-08 13:25:20,0.245
2020-11-09 11:06:09,0.257
2020-11-09 11:08:58,0.257
2020-11-09 11:11:45,0.257
2020-11-10 06:20:46,0.177
2020-11-10 17:21:19,0.0
2020-11-13 23:56:17,0.323
2020-11-16 11:57:29,0.0
2020-11-17 22:28:05,0.154
2020-11-18 10:42:15,0.375
2020-11-18 17:48:43,0.0
2020-11-21 09:22:16,0.328
2020-11-21 09:48:03,0.138
2020-11-21 09:51:10,0.138
2020-11-21 11:53:29,0.0
2020-11-22 23:45:39,0.131
2020-11-22 23:52:32,0.131
2020-11-23 01:15:46,0.403
2020-11-23 02:39:37,0.239
2020-11-23 02:40:07,0.351
2020-11-23 02:49:52,0.417
2020-11-23 02:54:13,0.134
2020-11-23 03:28:52,0.417
2020-11-23 04:28:30,0.318
2020-11-23 08:21:58,0.235
2020-11-23 09:14:37,0.115
2020-11-23 10:17:19,0.103
2020-11-23 10:23:39,0.103
2020-11-23 10:27:54,0.103
2020-11-23 11:17:33,0.235
2020-11-24 23:51:46,0.0
2020-11-25 00:20:33,0.0
2020-11-25 00:32:33,0.0
2020-11-25 00:39:39,0.249
2020-11-25 00:48:53,0.094
2020-11-25 00:57:03,0.249
2020-11-25 01:00:50,0.0
2020-11-25 01:01:20,0.094
2020-11-25 01:02:43,0.094
2020-11-25 01:03:08,0.0
2020-11-25 01:04:38,0.249
2020-11-25 01:04:58,0.0
2020-11-25 03:28:40,0.0
2020-11-25 21:37:25,0.281
2020-11-28 16:39:20,0.086
2020-11-29 07:00:40,0.167
2020-11-29 17:23:50,0.335
2020-12-02 07:43:25,0.159
2020-12-02 21:12:05,0.307
2020-12-03 07:33:37,0.355
2020-12-05 07:11:05,0.315
2020-12-05 19:07:03,0.217
2020-12-06 11:53:06,0.264
2020-12-07 04:54:14,0.258
2020-12-07 06:56:09,0.238
2020-12-07 07:03:31,0.238
2020-12-07 07:28:45,0.238
2020-12-07 13:04:39,0.0
2020-12-08 15:05:25,0.105
2020-12-13 04:02:01,0.267
2020-12-13 14:44:31,0.174
2020-12-13 15:19:19,0.224
2020-12-16 22:28:51,0.0
2020-12-17 17:22:48,0.219
2020-12-18 15:02:22,0.359
2020-12-19 12:42:16,0.0
2020-12-19 15:25:46,0.149
2020-12-21 19:40:51,0.188
2020-12-22 20:19:17,0.409
2020-12-23 05:50:40,0.494
2020-12-23 09:57:46,0.494
2020-12-23 16:35:49,0.405
2020-12-24 07:05:32,0.452
2020-12-24 10:45:14,0.322
2020-12-24 10:46:48,0.0
2020-12-24 11:37:13,0.322
2020-12-24 11:57:05,0.201
2020-12-24 13:21:29,0.212
2020-12-25 18:51:21,0.155
2020-12-26 21:03:27,0.118
2020-12-26 21:22:23,0.234
2020-12-26 22:18:40,0.118
2020-12-26 22:23:30,0.118
2020-12-27 08:32:19,0.0
2020-12-27 09:35:22,0.0
2020-12-27 16:15:31,0.246
2020-12-29 07:12:56,0.32
2020-12-29 07:21:14,0.314
2021-01-03 14:31:09,0.164
2021-01-03 17:43:04,0.282
2021-01-06 14:45:52,0.417
2021-01-06 14:56:36,0.161
2021-01-07 17:08:09,0.32
2021-01-07 21:32:40,0.372
2021-01-08 06:57:21,0.296
2021-01-09 15:06:17,0.554
2021-01-09 15:22:53,0.554
2021-01-09 15:24:37,0.554
2021-01-09 15:36:15,0.554
2021-01-09 17:51:03,0.426
2021-01-15 23:32:16,0.149
2021-01-17 17:21:35,0.556
2021-01-18 15:36:05,0.151
2021-01-18 19:12:24,0.268
2021-01-18 19:32:54,0.268
2021-01-18 23:34:03,0.168
2021-01-18 23:42:48,0.186
2021-01-20 08:07:24,0.265
2021-01-20 08:35:44,0.0
2021-01-20 08:43:53,0.0
2021-01-20 08:56:22,0.0
2021-01-21 10:17:33,0.0
2021-01-21 11:04:47,0.0
2021-01-21 21:39:30,0.0
2021-01-22 09:04:24,0.241
2021-01-23 13:07:25,0.144
2021-01-24 11:04:53,0.0
2021-01-24 19:46:56,0.0
2021-01-24 21:04:30,0.0
2021-01-25 01:46:53,0.0
2021-01-26 13:16:13,0.219
2021-01-27 06:17:18,0.0
2021-01-27 06:18:15,0.0
2021-01-31 06:36:52,0.0
2021-02-03 04:18:43,0.0
2021-02-03 20:10:23,0.152
2021-02-04 14:18:31,0.219
2021-02-04 14:43:13,0.165
2021-02-04 14:55:51,0.375
2021-02-04 15:02:25,0.481
2021-02-05 10:25:37,0.272
2021-02-06 23:49:01,0.161
2021-02-09 02:06:11,0.107
2021-02-10 17:37:38,0.107
2021-02-10 17:40:15,0.107
2021-02-11 07:55:38,0.328
2021-02-11 08:01:50,0.172
2021-02-11 09:44:28,0.0
2021-02-11 10:41:05,0.328
2021-02-11 10:48:02,0.251
2021-02-11 10:49:47,0.158
2021-02-11 10:51:33,0.251
2021-02-11 10:57:07,0.5
2021-02-11 11:07:07,0.0
2021-02-13 03:29:04,0.0
2021-02-13 04:53:46,0.198
2021-02-13 07:56:25,0.198
2021-02-13 08:06:09,0.198
2021-02-13 09:30:24,0.106
2021-02-13 09:32:41,0.106
2021-02-13 10:23:25,0.172
2021-02-13 21:13:24,0.455
2021-02-15 13:35:21,0.0
2021-02-15 18:00:26,0.123
2021-02-15 18:04:43,0.276
2021-02-16 13:34:16,0.0
2021-02-16 13:35:43,0.0
2021-02-16 13:49:57,0.0
2021-02-16 13:56:42,0.0
2021-02-16 13:57:08,0.0
2021-02-16 14:03:13,0.0
2021-02-16 14:04:10,0.0
2021-02-16 14:06:11,0.0
2021-02-16 14:07:49,0.0
2021-02-16 14:13:28,0.0
2021-02-17 07:49:38,0.0
2021-02-17 15:52:28,0.252
2021-02-20 09:45:31,0.281
2021-02-20 14:04:42,0.49
2021-02-20 17:43:33,0.0
2021-02-21 19:39:34,0.253
2021-02-22 22:34:49,0.0
2021-02-24 11:09:49,0.167
2021-02-24 11:11:07,0.455
2021-02-24 11:33:03,0.167
2021-02-24 14:52:21,0.112
2021-02-24 15:47:14,0.109
2021-02-24 15:49:33,0.214
2021-02-24 15:51:07,0.0
2021-02-24 16:00:00,0.0
2021-02-25 01:22:34,0.031
2021-02-28 19:25:04,0.0
2021-02-28 20:51:24,0.0
2021-03-03 18:35:50,0.15
2021-03-04 00:27:55,0.0
2021-03-04 00:48:36,0.259
2021-03-05 01:13:55,0.167
2021-03-05 01:41:08,0.167
2021-03-08 01:34:43,0.325
2021-03-09 15:44:01,0.259
2021-03-10 19:04:50,0.0
2021-03-10 19:05:12,0.0
2021-03-10 19:12:15,0.0
2021-03-10 19:14:46,0.0
2021-03-10 19:26:39,0.0
2021-03-11 15:19:36,0.184
2021-03-11 15:22:54,0.306
2021-03-14 08:50:06,0.0
2021-03-16 06:05:43,0.385
2021-03-16 06:10:16,0.552
2021-03-16 06:11:53,0.206
2021-03-16 06:15:59,0.552
2021-03-16 06:17:38,0.0
2021-03-16 06:29:26,0.206
2021-03-16 06:31:26,0.206
2021-03-16 06:37:58,0.552
2021-03-16 06:40:08,0.381
2021-03-17 14:57:49,0.0
2021-03-19 10:43:43,0.0
2021-03-19 12:17:09,0.179
2021-03-19 13:02:30,0.32
2021-03-19 17:33:52,0.115
2021-03-19 18:05:54,0.335
2021-03-19 18:08:02,0.115
2021-03-19 18:24:43,0.537
2021-03-19 18:27:52,0.449
2021-03-19 18:30:15,0.449
2021-03-19 18:34:08,0.309
2021-03-19 18:59:22,0.236
2021-03-19 21:19:26,0.289
2021-03-20 09:12:22,0.289
2021-03-20 15:36:53,0.288
2021-03-20 15:55:19,0.288
2021-03-20 16:17:31,0.288
2021-03-20 21:33:06,0.375
2021-03-21 10:13:27,0.47
2021-03-21 19:29:50,0.0
2021-03-22 12:58:30,0.283
2021-03-22 13:56:29,0.283
2021-03-23 02:37:03,0.354
2021-03-23 09:14:08,0.0
2021-03-23 09:15:19,0.0
2021-03-25 13:46:39,0.545
2021-03-25 14:59:58,0.204
2021-03-25 22:44:36,0.0
2021-03-27 17:47:09,0.0
2021-03-29 13:07:00,0.167
2021-03-31 16:20:47,0.271
2021-03-31 16:25:41,0.543
2021-03-31 19:07:17,0.375
2021-03-31 19:17:54,0.543
2021-04-01 10:12:39,0.189
2021-04-02 03:25:05,0.044
2021-04-04 04:24:13,0.503
2021-04-04 21:31:57,0.0
2021-04-05 14:33:17,0.0
2021-04-05 19:11:47,0.0
2021-04-05 19:21:16,0.0
2021-04-05 20:21:21,0.0
2021-04-05 20:29:41,0.483
2021-04-07 05:17:20,0.286
2021-04-07 10:34:32,0.205
2021-04-07 19:45:12,0.0
2021-04-10 00:15:09,0.252
2021-04-10 08:54:32,0.0
2021-04-11 01:14:22,0.367
2021-04-11 08:19:08,0.422
2021-04-11 08:30:28,0.106
2021-04-11 17:10:09,0.0
2021-04-11 17:30:36,0.0
2021-04-11 23:37:12,0.142
2021-04-12 07:23:07,0.102
2021-04-12 14:49:01,0.192
2021-04-13 01:25:54,0.0
2021-04-15 08:11:28,0.481
2021-04-16 04:05:52,0.213
2021-04-16 11:13:40,0.194
2021-04-17 21:51:49,0.328
2021-04-17 22:04:05,0.0
2021-04-17 22:17:25,0.195
2021-04-17 22:28:37,0.195
2021-04-17 22:46:03,0.0
2021-04-17 22:47:49,0.0
2021-04-19 20:21:51,0.572
2021-04-20 08:09:29,0.423
2021-04-21 13:21:55,0.0
2021-04-22 22:46:44,0.188
2021-04-23 12:33:30,0.432
2021-04-23 18:07:15,0.0
2021-04-23 18:31:44,0.0
2021-04-23 18:32:44,0.0
2021-04-23 18:59:13,0.0
2021-04-23 19:00:17,0.0
2021-04-23 19:32:29,0.0
2021-04-24 21:16:35,0.0
2021-04-24 21:17:56,0.0
2021-04-25 06:05:17,0.134
2021-04-25 06:12:06,0.0
2021-04-25 06:17:42,0.149
2021-04-25 11:32:24,0.304
2021-04-26 06:41:00,0.467
2021-04-26 09:11:50,0.157
2021-04-26 09:16:07,0.387
2021-04-26 09:35:16,0.343
2021-04-26 09:44:51,0.387
2021-04-26 15:00:43,0.227
2021-04-27 05:23:54,0.352
2021-04-27 05:32:17,0.352
2021-04-27 06:38:38,0.353
2021-04-27 17:51:11,0.332
2021-04-28 11:47:58,0.0
2021-04-28 19:07:03,0.0
2021-04-28 19:44:18,0.28
2021-04-28 21:05:32,0.0
2021-04-29 01:17:38,0.0
2021-04-29 12:07:25,0.41
2021-04-29 17:29:05,0.073
2021-04-29 17:32:38,0.073
2021-04-29 18:14:15,0.41
2021-04-30 06:30:01,0.13
2021-04-30 10:34:38,0.322
2021-04-30 12:11:05,0.405
2021-04-30 18:30:09,0.436
2021-04-30 19:50:14,0.098
2021-05-01 12:23:26,0.0
2021-05-01 13:24:18,0.0
2021-05-01 13:26:17,0.0
2021-05-01 16:57:49,0.305
2021-05-02 12:34:28,0.0
2021-05-03 18:16:16,0.161
2021-05-05 08:41:38,0.152
2021-05-05 19:39:03,0.223
2021-05-05 19:56:32,0.0
2021-05-05 20:32:15,0.0
2021-05-05 20:33:45,0.0
2021-05-05 20:34:26,0.324
2021-05-05 20:49:21,0.468
2021-05-05 20:49:57,0.103
2021-05-05 20:51:34,0.103
2021-05-06 15:24:29,0.0
2021-05-07 02:20:06,0.0
2021-05-07 08:23:05,0.0
2021-05-07 10:06:52,0.405
2021-05-07 10:08:41,0.405
2021-05-07 10:11:23,0.185
2021-05-08 08:26:49,0.244
2021-05-09 11:44:47,0.552
2021-05-09 18:30:15,0.554
2021-05-10 09:51:52,0.0
2021-05-10 09:55:44,0.0
2021-05-11 03:11:44,0.286
2021-05-12 21:59:06,0.498
2021-05-13 01:20:53,0.31
2021-05-14 18:05:24,0.412
2021-05-14 18:07:26,0.412
2021-05-17 01:50:14,0.0
2021-05-17 17:35:56,0.0
2021-05-20 09:45:18,0.0
2021-05-21 08:35:37,0.0
2021-05-22 14:19:23,0.273
2021-05-23 16:16:51,0.19
2021-05-25 07:31:44,0.097
2021-05-27 01:01:20,0.415
2021-05-28 06:08:28,0.0
2021-05-28 15:37:02,0.351
2021-05-28 15:38:07,0.351
2021-05-30 21:18:39,0.533
2021-05-30 21:23:19,0.533
2021-05-30 21:24:15,0.533
2021-05-31 16:19:06,0.0
2021-05-31 16:51:16,0.0
2021-06-01 21:21:16,0.326
2021-06-02 05:08:38,0.0
2021-06-02 13:53:07,0.13
2021-06-02 21:16:04,0.0
2021-06-03 13:52:47,0.0
2021-06-05 16:28:41,0.375
2021-06-09 12:36:28,0.237
2021-06-09 14:17:43,0.237
2021-06-19 03:56:42,0.237
